STT;Course_ID;Course_Name;Credit;Type;Kind;Spec_Name;Major_Name;Major_Code;Spec_Code
15;SMT1007;Scientific Socialism;2;General;Compulsory;Auditing;Auditing;7340302;734030201
16;SMT1008;History of Vietnamese Communist Party;2;General;Compulsory;Auditing;Auditing;7340302;734030201
17;TOU1001;Business Communication;3;General;Compulsory;Auditing;Auditing;7340302;734030201
18;ACC1002;Introduction to Accounting;3;Fundamental ;Compulsory;Auditing;Auditing;7340302;734030201
19;ENG3001;Business English;3;Fundamental ;Compulsory;Auditing;Auditing;7340302;734030201
20;FIN2001;Financial Markets and Institutions;3;Fundamental ;Compulsory;Auditing;Auditing;7340302;734030201
21;HRM2001;Organizational Behavior;3;Fundamental ;Compulsory;Auditing;Auditing;7340302;734030201
22;IBS2001;International Business;3;Fundamental ;Compulsory;Auditing;Auditing;7340302;734030201
23;LAW2001;Business Law;3;Fundamental ;Compulsory;Auditing;Auditing;7340302;734030201
24;MGT2002;Introduction to Business;3;Fundamental ;Compulsory;Auditing;Auditing;7340302;734030201
25;MIS2002;Management Information Systems;3;Fundamental ;Compulsory;Auditing;Auditing;7340302;734030201
26;MKT2001;Principles of Marketing;3;Fundamental ;Compulsory;Auditing;Auditing;7340302;734030201
27;STA2002;Statistics for Business and Economics;3;Fundamental ;Compulsory;Auditing;Auditing;7340302;734030201
28;ACC2001;Financial Accounting 1;3;Major;Compulsory;Auditing;Auditing;7340302;734030201
29;ACC3001;Financial Accounting 2;3;Major;Compulsory;Auditing;Auditing;7340302;734030201
30;ACC3008;Accounting Information Systems;3;Major;Compulsory;Auditing;Auditing;7340302;734030201
31;AUD2001;Principles of Auditing;3;Major;Compulsory;Auditing;Auditing;7340302;734030201
32;AUD3004;Internal Control;3;Major;Compulsory;Auditing;Auditing;7340302;734030201
33;ACC3015;Corporate Governance and Professional Accounting;2;Major;Elective;Auditing;Auditing;7340302;734030201
34;BAN3006;International Payments;3;Major;Elective;Auditing;Auditing;7340302;734030201
35;FIN3002;Investments;3;Major;Elective;Auditing;Auditing;7340302;734030201
36;FIN3004;Corporate Finance;3;Major;Elective;Auditing;Auditing;7340302;734030201
37;RMD3001;Research Methodology;2;Major;Elective;Auditing;Auditing;7340302;734030201
38;ACC3005;Company Accounting;3;Specialized;Compulsory;Auditing;Auditing;7340302;734030201
39;ACC3006;Financial Statement Analysis and Valuation;3;Specialized;Compulsory;Auditing;Auditing;7340302;734030201
40;ACC3007;Tax Accounting;3;Specialized;Compulsory;Auditing;Auditing;7340302;734030201
41;AUD3001;Audit of Financial Statements 1;3;Specialized;Compulsory;Auditing;Auditing;7340302;734030201
42;AUD3002;Audit of Financial Statements 2;3;Specialized;Compulsory;Auditing;Auditing;7340302;734030201
43;AUD3003;Performance Auditing;3;Specialized;Compulsory;Auditing;Auditing;7340302;734030201
44;AUD3006;Auditing Practice;3;Specialized;Compulsory;Auditing;Auditing;7340302;734030201
45;ACC2002;Management Accounting;3;Specialized;Elective;Auditing;Auditing;7340302;734030201
46;ACC2004;Accounting in Public Sector;3;Specialized;Elective;Auditing;Auditing;7340302;734030201
47;ACC3010;Accounting Practice;3;Specialized;Elective;Auditing;Auditing;7340302;734030201
48;ACC3012;Cost Accounting;3;Specialized;Elective;Auditing;Auditing;7340302;734030201
49;ACC3014;Data Analytics for Accounting;3;Specialized;Elective;Auditing;Auditing;7340302;734030201
50;ACC3017;International Accounting Reporting Standards;3;Specialized;Elective;Auditing;Auditing;7340302;734030201
51;AUD3007;Information Systems Audit;3;Specialized;Elective;Auditing;Auditing;7340302;734030201
59;AUD4001;Practical Report for Graduation Purpose;4;Specialized;Elective;Auditing;Auditing;7340302;734030201
60;AUD4002;Graduation Thesis;10;Specialized;Elective;Auditing;Auditing;7340302;734030201
1;SMT1005;Marxist-Leninist Philosophy;3;General;Compulsory;Foreign Trade;International Business;7340120;734012001
2;SMT1006;Political Economics of Marxism-Leninism;2;General;Compulsory;Foreign Trade;International Business;7340120;734012001
3;SMT1007;Scientific Socialism;2;General;Compulsory;Foreign Trade;International Business;7340120;734012001
4;SMT1008;History of Vietnamese Communist Party;2;General;Compulsory;Foreign Trade;International Business;7340120;734012001
5;SMT1004;Ho Chi Minh Thought;2;General;Compulsory;Foreign Trade;International Business;7340120;734012001
6;LAW1001;General Law;2;General;Compulsory;Foreign Trade;International Business;7340120;734012001
7;TOU1001;Business Communication;3;General;Compulsory;Foreign Trade;International Business;7340120;734012001
8;MGT1001;Microeconomics;3;General;Compulsory;Foreign Trade;International Business;7340120;734012001
9;ECO1001;Macroeconomics;3;General;Compulsory;Foreign Trade;International Business;7340120;734012001
10;MGT1002;Management;3;General;Compulsory;Foreign Trade;International Business;7340120;734012001
11;MIS1002;IT for Business;3;General;Compulsory;Foreign Trade;International Business;7340120;734012001
12;MAT1001;Applied Mathematics for Economics and Business;3;General;Compulsory;Foreign Trade;International Business;7340120;734012001
13;ENGELE1;English Elementary 1;3;General;Compulsory;Foreign Trade;International Business;7340120;734012001
14;ENGELE2;English Elementary 2;4;General;Compulsory;Foreign Trade;International Business;7340120;734012001
15;ENG2015;English Communication 1;3;General;Compulsory;Foreign Trade;International Business;7340120;734012001
16;ENG2016;English Communication 2 ;3;General;Compulsory;Foreign Trade;International Business;7340120;734012001
17;ENG2017;English Composition B1 ;2;General;Compulsory;Foreign Trade;International Business;7340120;734012001
18;HRM2001;Organizational Behavior;3;Fundamental ;Compulsory;Foreign Trade;International Business;7340120;734012001
19;MIS2002;Management Information Systems;3;Fundamental ;Compulsory;Foreign Trade;International Business;7340120;734012001
20;IBS2001;International Business;3;Fundamental ;Compulsory;Foreign Trade;International Business;7340120;734012001
21;LAW2001;Business Law;3;Fundamental ;Compulsory;Foreign Trade;International Business;7340120;734012001
22;MKT2001;Principles of Marketing;3;Fundamental ;Compulsory;Foreign Trade;International Business;7340120;734012001
23;ACC1002;Introduction to Accounting;3;Fundamental ;Compulsory;Foreign Trade;International Business;7340120;734012001
24;MGT2002;Introduction to Business;3;Fundamental ;Compulsory;Foreign Trade;International Business;7340120;734012001
25;FIN2001;Financial Markets and Institutions;3;Fundamental ;Compulsory;Foreign Trade;International Business;7340120;734012001
26;STA2002;Statistics for Business and Economics;3;Fundamental ;Compulsory;Foreign Trade;International Business;7340120;734012001
27;ENG3001;Business English;3;Fundamental ;Compulsory;Foreign Trade;International Business;7340120;734012001
28;IBS2003;International Trade Practices;3;Major;Compulsory;Foreign Trade;International Business;7340120;734012001
29;IBS2002;International Economics;3;Major;Compulsory;Foreign Trade;International Business;7340120;734012001
30;IBS3007;Cross-cultural Management;3;Major;Compulsory;Foreign Trade;International Business;7340120;734012001
31;IBS3005;International Business Management;3;Major;Compulsory;Foreign Trade;International Business;7340120;734012001
32;FIN3004;Corporate Finance;3;Major;Compulsory;Foreign Trade;International Business;7340120;734012001
33;IBS3003;Foreign Investment;3;Major;Elective;Foreign Trade;International Business;7340120;734012001
34;ACC2002;Management Accounting;3;Major;Elective;Foreign Trade;International Business;7340120;734012001
35;IBS3010;International Marketing;3;Major;Elective;Foreign Trade;International Business;7340120;734012001
36;RMD3001;Research Methodology;2;Major;Elective;Foreign Trade;International Business;7340120;734012001
37;IBS3001;Business Ethics;3;Major;Elective;Foreign Trade;International Business;7340120;734012001
38;IBS3013;Business Negotiation;3;Specialized;Compulsory;Foreign Trade;International Business;7340120;734012001
39;IBS3004;Import Export Business;3;Specialized;Compulsory;Foreign Trade;International Business;7340120;734012001
40;IBS3002;International Logistics and Trade;3;Specialized;Compulsory;Foreign Trade;International Business;7340120;734012001
41;IBS3006;Global Strategic Management;3;Specialized;Compulsory;Foreign Trade;International Business;7340120;734012001
42;IBS3008;Multinational Financial Management;3;Specialized;Compulsory;Foreign Trade;International Business;7340120;734012001
43;IBS3009;Finance of International Trade;3;Specialized;Compulsory;Foreign Trade;International Business;7340120;734012001
44;IBS3014;Multimodal Transportation;3;Specialized;Compulsory;Foreign Trade;International Business;7340120;734012001
45;IBS3016;International Business Simulation;3;Specialized;Elective;Foreign Trade;International Business;7340120;734012001
46;IBS3015;Asian Pacific Business Management;3;Specialized;Elective;Foreign Trade;International Business;7340120;734012001
47;IBS3012;Intellectual Property Management;3;Specialized;Elective;Foreign Trade;International Business;7340120;734012001
48;IBS3011;International Rules and  Institutions for Tradepolig;3;Specialized;Elective;Foreign Trade;International Business;7340120;734012001
49;ELC3002;Digital Content Management;3;Specialized;Elective;Foreign Trade;International Business;7340120;734012001
50;COM3001;E - Commerce;3;Specialized;Elective;Foreign Trade;International Business;7340120;734012001
51;MKT3013;Multimedia Communication Design;3;Specialized;Elective;Foreign Trade;International Business;7340120;734012001
52;MKT3003;Consumer Behavior;3;Specialized;Elective;Foreign Trade;International Business;7340120;734012001
53;HOS3001;Service Marketing;3;Specialized;Elective;Foreign Trade;International Business;7340120;734012001
54;IBS4001;Practical Report for Graduation Purpose;4;Specialized;Elective;Foreign Trade;International Business;7340120;734012001
55;IBS4002;Graduation Thesis;10;Specialized;Elective;Foreign Trade;International Business;7340120;734012001
1;SMT1005;Marxist-Leninist Philosophy;3;General;Compulsory;;Economics;7310101;
2;SMT1006;Political Economics of Marxism-Leninism;2;General;Compulsory;;Economics;7310101;
3;SMT1007;Scientific Socialism;2;General;Compulsory;;Economics;7310101;
4;SMT1008;History of Vietnamese Communist Party;2;General;Compulsory;;Economics;7310101;
5;SMT1004;Ho Chi Minh Thought;2;General;Compulsory;;Economics;7310101;
6;LAW1001;General Law;2;General;Compulsory;;Economics;7310101;
7;TOU1001;Business Communication;3;General;Compulsory;;Economics;7310101;
8;MIS1002;IT for Business;3;General;Compulsory;;Economics;7310101;
9;MAT1001;Applied Mathematics for Economics and Business;3;General;Compulsory;;Economics;7310101;
10;MGT1001;Microeconomics;3;General;Compulsory;;Economics;7310101;
11;ECO1001;Macroeconomics;3;General;Compulsory;;Economics;7310101;
12;MGT1002;Management;3;General;Compulsory;;Economics;7310101;
13;ENGELE1;English Elementary 1;3;General;Compulsory;;Economics;7310101;
14;ENGELE2;English Elementary 2;4;General;Compulsory;;Economics;7310101;
15;ENG2015;English Communication 1;3;General;Compulsory;;Economics;7310101;
16;ENG2016;English Communication 2 ;3;General;Compulsory;;Economics;7310101;
17;ENG2017;English Composition B1 ;2;General;Compulsory;;Economics;7310101;
18;SMT2001;History of Economics Theories;3;Fundamental ;Compulsory;;Economics;7310101;
19;ACC1002;Introduction to Accounting;3;Fundamental ;Compulsory;;Economics;7310101;
20;ECO2002;Development Economics;3;Fundamental ;Compulsory;;Economics;7310101;
21;IBS2002;International Economics;3;Fundamental ;Compulsory;;Economics;7310101;
22;ECO2004;Public Economics 1;3;Fundamental ;Compulsory;;Economics;7310101;
23;BAN2001;Public Finance;3;Fundamental ;Compulsory;;Economics;7310101;
24;ECO2003;Enviromental Economics;3;Fundamental ;Compulsory;;Economics;7310101;
25;STA2002;Statistics for Business and Economics;3;Fundamental ;Compulsory;;Economics;7310101;
26;ECO2001;State Management of Economy;3;Fundamental ;Compulsory;;Economics;7310101;
27;ENG3005;English for Economics;3;Fundamental ;Compulsory;;Economics;7310101;
28;ECO3001;Advanced Marcroeconomics;3;Major;Compulsory;;Economics;7310101;
29;ECO3002;Social and Economic Development Forecast;3;Major;Compulsory;;Economics;7310101;
30;ECO3003;Game Theory and Principle of Strategy;3;Major;Compulsory;;Economics;7310101;
31;MGT2001;Advanced Microeconomics;3;Major;Compulsory;;Economics;7310101;
32;STA3001;Econometrics;3;Major;Compulsory;;Economics;7310101;
33;ECO3021;Population and Development;2;Major;Elective;Development Economics;Economics;7310101;731010101
34;ECO3015;Investment Economics;3;Major;Elective;Development Economics;Economics;7310101;731010101
35;STA3013;Data Analysis and Visualization;3;Major;Elective;Development Economics;Economics;7310101;731010101
36;ECO3019;Quantitative Methods in Economics;3;Major;Elective;Development Economics;Economics;7310101;731010101
37;BAN3020;Development Finance;3;Major;Elective;Development Economics;Economics;7310101;731010101
38;ECO3006;Strategy for Socio-Economic Development;3;Specialized;Compulsory;Development Economics;Economics;7310101;731010101
39;ECO3007;Program and Project of Social-Economic Development;3;Specialized;Compulsory;Development Economics;Economics;7310101;731010101
